,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
417,Mercedes-Benz,7200.0,van,200,2.2,Diesel,yes,2004
418,Volkswagen,8500.0,van,230,1.9,Diesel,yes,2008
419,BMW,39000.0,crossover,180,3.0,Diesel,yes,2011
420,Volkswagen,1850.0,vagon,270,1.9,Diesel,yes,2000
421,Audi,36100.0,sedan,75,3.0,Diesel,yes,2011
422,Mitsubishi,3149.25,hatch,330,2.0,Gas,yes,1993
423,Renault,5800.0,van,159,1.5,Diesel,yes,2007
424,BMW,6700.0,sedan,370,2.0,Petrol,yes,1997
425,Renault,18988.13,crossover,0,1.5,Diesel,yes,2016
426,Volkswagen,28660.0,van,0,1.6,Diesel,yes,2016
427,BMW,2999.0,sedan,210,2.0,Other,no,1999
428,BMW,64500.0,crossover,1,2.0,Diesel,yes,2016
429,Toyota,21500.0,crossover,135,2.0,Gas,yes,2007
430,BMW,85555.0,sedan,10,3.0,Diesel,yes,2015
431,Volkswagen,8650.0,van,108,1.6,Diesel,yes,2013
432,BMW,10600.0,sedan,1,3.0,Diesel,yes,2000
433,Toyota,6900.0,hatch,109,1.3,Gas,yes,2007
434,Mercedes-Benz,2900.0,other,248,2.0,Petrol,no,1999
435,Mercedes-Benz,12250.0,other,185,2.2,Diesel,yes,2012
436,BMW,21700.0,crossover,101,2.5,Gas,yes,2007
437,Mercedes-Benz,2000.0,sedan,320,2.2,Diesel,no,1998
438,Audi,9900.0,vagon,284,2.5,Diesel,yes,2004
439,Mercedes-Benz,5850.0,van,240,2.2,Diesel,yes,2001
440,Toyota,8200.0,vagon,204,1.4,Diesel,yes,2005
441,Renault,7300.0,vagon,200,1.5,Diesel,yes,2008
442,Mitsubishi,8000.0,sedan,145,2.0,Gas,yes,2007
443,Renault,6600.0,van,184,1.5,Diesel,yes,2012
444,Mercedes-Benz,22500.0,sedan,164,1.8,Gas,yes,2012
445,Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012
446,Volkswagen,1200.0,other,300,1.4,Gas,yes,2000
447,Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003
448,Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008
449,Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006
450,Mercedes-Benz,9500.0,sedan,246,6.0,Petrol,yes,1997
451,Mitsubishi,26850.0,crossover,84,3.2,Diesel,yes,2012
452,Audi,21900.0,crossover,183,4.2,Petrol,yes,2007
453,Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998
454,Volkswagen,6500.0,hatch,225,1.4,Petrol,yes,2000
455,Renault,5000.0,vagon,34,1.5,Diesel,yes,2013
456,BMW,38000.0,sedan,74,2.0,Diesel,yes,2014
457,Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008
458,Mercedes-Benz,10800.0,other,230,1.8,Petrol,yes,2006
459,Toyota,18800.0,crossover,105,2.0,Gas,yes,2011
460,Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008
461,Renault,6300.0,vagon,125,2.0,Petrol,yes,2003
462,BMW,5000.0,other,75,1.9,Petrol,no,1998
463,Toyota,28500.0,crossover,107,3.5,Gas,yes,2011
464,BMW,13000.0,sedan,193,3.6,Petrol,yes,2003
465,Toyota,16999.0,crossover,157,2.7,Gas,yes,2007
466,BMW,34500.0,other,160,3.0,Diesel,yes,2011
467,Volkswagen,10900.0,vagon,204,2.0,Diesel,yes,2007
468,Mitsubishi,18999.0,crossover,121,3.8,Gas,yes,2008
469,BMW,9800.0,sedan,350,3.0,Diesel,yes,2001
470,Volkswagen,4300.0,vagon,298,1.8,Petrol,yes,1998
471,Audi,3900.0,vagon,260,2.5,Diesel,no,2003
472,Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013
473,Audi,19990.0,sedan,127,2.8,Petrol,yes,2010
474,Renault,3400.0,van,260,2.2,Diesel,no,2005
475,Toyota,27800.0,sedan,157,3.5,Petrol,yes,2011
476,Volkswagen,2300.0,hatch,320,1.6,Gas,yes,1989
477,Renault,7650.0,van,151,1.5,Diesel,yes,2012
478,Volkswagen,10000.0,van,220,1.9,Diesel,yes,2008
479,Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008
480,Audi,3800.0,sedan,270,2.5,Diesel,no,2000
481,Toyota,26900.0,crossover,115,4.0,Gas,yes,2008
482,Toyota,12600.0,sedan,205,2.4,Gas,yes,2006
483,Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012
484,Renault,4999.0,vagon,252,1.5,Diesel,yes,2007
485,BMW,57777.0,other,40,4.0,Diesel,yes,2012
486,Volkswagen,12350.0,van,167,1.4,Petrol,yes,2011
487,Audi,7999.0,sedan,177,2.7,Gas,yes,2003
488,BMW,21600.0,crossover,200,4.8,Other,yes,2007
489,Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009
490,Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998
491,Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016
492,Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004
493,Mercedes-Benz,26800.0,sedan,162,5.5,Petrol,yes,2007
494,Toyota,25555.0,crossover,128,4.7,Gas,yes,2004
495,Audi,25000.0,crossover,112,3.2,Petrol,yes,2010
496,Volkswagen,15800.0,van,194,2.0,Diesel,yes,2012
497,BMW,3150.0,sedan,200,2.0,Diesel,no,1999
498,Toyota,12300.0,sedan,157,2.4,Gas,yes,2007
499,Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015
500,Renault,6500.0,other,406,2.5,Diesel,yes,2004
501,Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011
502,BMW,8500.0,sedan,260,2.2,Gas,yes,2001
503,Mercedes-Benz,8500.0,van,350,2.2,Diesel,yes,2004
504,Toyota,13500.0,crossover,126,4.0,Petrol,no,2011
505,Volkswagen,2200.0,sedan,180,1.9,Diesel,no,2003
506,Volkswagen,18500.0,vagon,125,2.0,Diesel,yes,2011
507,Toyota,8420.0,other,150,2.7,Gas,yes,2005
508,Audi,17500.0,vagon,144,2.0,Diesel,yes,2010
509,Audi,9000.0,sedan,158,2.0,Gas,yes,2003
510,Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994
511,Renault,7500.0,van,200,2.2,Diesel,yes,2002
512,Toyota,17950.0,sedan,87,2.4,Petrol,yes,2010
513,BMW,51500.0,crossover,23,3.0,Petrol,yes,2013
514,Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007
515,Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016
516,Volkswagen,17000.0,crossover,158,2.5,Diesel,yes,2007
517,Volkswagen,11200.0,crossover,1,4.2,Petrol,yes,2004
518,BMW,4500.0,sedan,140,3.0,Diesel,no,2000
519,Toyota,43999.0,other,0,2.8,Diesel,yes,2016
520,Audi,39800.0,sedan,180,4.2,Other,yes,2012
521,BMW,6500.0,sedan,272,2.8,Petrol,yes,1996
522,Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011
523,Audi,38500.0,vagon,75,2.0,Diesel,yes,2013
524,BMW,8200.0,sedan,241,2.0,Petrol,yes,1998
525,Audi,7500.0,vagon,240,2.0,Petrol,yes,2002
526,Toyota,11550.0,sedan,95,2.4,Petrol,yes,2007
527,Mercedes-Benz,39500.0,sedan,30,1.6,Petrol,yes,2014
528,Volkswagen,6200.0,sedan,161,4.2,Gas,no,2004
529,BMW,17200.0,crossover,308,4.6,Gas,yes,2003
530,BMW,2900.0,sedan,280,2.5,Diesel,no,1997
531,Renault,14600.0,other,169,2.3,Diesel,yes,2013
532,BMW,34900.0,crossover,110,4.4,Petrol,yes,2010
533,Mercedes-Benz,7000.0,other,170,2.2,Petrol,no,2001
534,Mercedes-Benz,32000.0,van,255,3.0,Diesel,yes,2008
535,Renault,7500.0,vagon,168,1.5,Diesel,yes,2005
536,Volkswagen,9000.0,other,217,2.5,Diesel,yes,2005
537,Mitsubishi,7000.0,sedan,180,1.6,Gas,yes,2004
538,Audi,2700.0,sedan,234,2.5,Other,no,2000
539,Volkswagen,10950.0,van,165,2.0,Diesel,yes,2012
540,Toyota,15500.0,sedan,120,3.5,Petrol,yes,2008
541,Mercedes-Benz,8700.0,sedan,210,5.0,Petrol,yes,1997
542,Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000
543,Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008
544,Mercedes-Benz,15000.0,crossover,400,3.0,Diesel,yes,1997
545,Toyota,26500.0,crossover,102,2.5,Diesel,yes,2013
546,Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002
547,Toyota,59900.0,crossover,90,4.5,Diesel,yes,2012
548,Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013
549,Mercedes-Benz,19800.0,crossover,218,3.0,Diesel,yes,2006
550,Volkswagen,13000.0,van,110,1.9,Diesel,yes,2009
551,Audi,12200.0,sedan,130,2.4,Petrol,yes,2006
552,Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006
553,Audi,2550.0,sedan,370,2.5,Diesel,no,1998
554,Toyota,13500.0,sedan,144,3.5,Gas,yes,2007
555,Renault,10200.0,van,183,2.0,Diesel,yes,2012
556,Audi,13000.0,other,161,1.8,Gas,yes,2001
557,Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004
558,BMW,3100.0,sedan,315,2.5,Diesel,no,1998
559,BMW,9400.0,sedan,221,4.4,Gas,yes,2004
560,Audi,10000.0,sedan,206,2.5,Diesel,yes,2003
561,Mitsubishi,4200.0,sedan,270,2.0,Gas,yes,1998
562,Renault,7500.0,sedan,131,1.6,Petrol,yes,2009
563,Mercedes-Benz,38600.0,other,12,1.8,Petrol,yes,2012
564,Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008
565,Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994
566,Mercedes-Benz,51500.0,other,75,6.3,Petrol,yes,2009
567,Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001
568,Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007
569,Mitsubishi,9450.0,sedan,125,2.0,Gas,yes,2008
570,Audi,3850.0,vagon,215,2.5,Diesel,no,2002
571,Renault,7800.0,vagon,170,1.5,Diesel,no,2013
572,Audi,49700.0,crossover,80,3.0,Diesel,yes,2013
573,Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006
574,Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011
575,Mitsubishi,7200.0,sedan,102,1.6,Petrol,yes,2007
576,Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011
577,Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995
578,Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998
579,Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008
580,Audi,49900.0,other,79,4.2,Petrol,yes,2007
581,Volkswagen,8650.0,van,238,2.5,Diesel,yes,2002
582,Audi,8800.0,sedan,205,1.8,Petrol,yes,2003
583,Mercedes-Benz,69999.0,crossover,0,2.2,Diesel,yes,2016
584,Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012
585,Toyota,15500.0,crossover,165,2.7,Gas,yes,2005
586,Audi,19500.0,crossover,175,3.6,Petrol,yes,2007
587,Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015
588,Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004
589,BMW,12500.0,crossover,176,3.0,Gas,yes,2002
590,Audi,4799.0,vagon,260,2.5,Diesel,no,2002
591,Toyota,20900.0,sedan,70,2.5,Petrol,yes,2012
592,Audi,14900.0,sedan,203,2.8,Petrol,yes,2008
593,Toyota,12750.0,hatch,164,1.4,Diesel,yes,2012
594,BMW,5900.0,hatch,243,2.0,Petrol,no,2006
595,Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997
596,Audi,4700.0,sedan,400,2.6,Petrol,yes,1996
597,BMW,77000.0,other,64,4.4,Petrol,yes,2012
598,Renault,5900.0,van,250,1.9,Diesel,yes,2005
599,Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012
600,Audi,18400.0,vagon,151,2.0,Diesel,yes,2010
601,Mercedes-Benz,56800.0,sedan,74,6.3,Petrol,yes,2010
602,Renault,8000.0,hatch,50,1.6,Petrol,yes,2012
603,Mercedes-Benz,5000.0,sedan,382,2.0,Petrol,yes,1994
604,Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009
605,Mercedes-Benz,18900.0,other,111,2.5,Petrol,yes,2009
606,Toyota,20500.0,crossover,139,4.0,Gas,yes,2005
607,Volkswagen,2500.0,vagon,232,1.6,Petrol,no,2001
608,Renault,9000.0,vagon,179,1.5,Diesel,yes,2010
609,Renault,7700.0,sedan,100,1.6,Gas,yes,2008
610,Audi,32300.0,hatch,54,2.8,Petrol,yes,2011
611,Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014
612,Renault,6200.0,sedan,246,1.4,Petrol,yes,2005
613,Audi,4000.0,sedan,400,2.0,Petrol,yes,1992
614,Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014
615,Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999
616,BMW,65393.25,crossover,0,2.0,Diesel,yes,2016
617,Renault,9000.0,van,158,2.0,Diesel,yes,2012
618,Audi,8500.0,sedan,253,2.5,Diesel,yes,2001
619,Renault,5900.0,hatch,171,1.5,Other,yes,2005
620,Mitsubishi,5100.0,hatch,250,1.3,Gas,yes,2006
621,Mercedes-Benz,40500.0,sedan,108,5.5,Petrol,yes,2010
622,Audi,8600.0,sedan,154,1.8,Petrol,yes,2001
623,Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005
624,Volkswagen,17900.0,other,123,1.8,Petrol,yes,2010
625,BMW,34400.0,crossover,37,2.0,Diesel,yes,2013
626,BMW,13500.0,sedan,138,2.5,Petrol,yes,2004
627,Renault,9600.0,van,175,2.0,Diesel,yes,2007
628,Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004
629,Mercedes-Benz,22000.0,other,53,3.0,Petrol,yes,2007
630,Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005
631,Toyota,18800.0,sedan,47,2.4,Petrol,yes,2009
632,Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007
633,Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013
634,Audi,11300.0,sedan,202,2.7,Diesel,no,2008
635,Volkswagen,13500.0,van,43,2.0,Diesel,yes,2014
636,Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007
637,Toyota,16500.0,other,130,2.7,Gas,yes,2004
638,BMW,19000.0,crossover,215,3.0,Diesel,yes,2006
639,Renault,5500.0,van,160,1.5,Diesel,yes,2005
640,BMW,39999.0,sedan,45,3.0,Petrol,yes,2011
641,Toyota,15500.0,sedan,140,2.4,Gas,yes,2007
642,Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006
643,Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001
644,Renault,7150.0,vagon,1,1.5,Diesel,yes,2005
645,BMW,10500.0,hatch,220,2.0,Petrol,yes,2005
646,Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012
647,Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014
648,Mercedes-Benz,21500.0,crossover,148,6.2,Petrol,yes,2008
649,BMW,2222.0,sedan,268,1.8,Petrol,no,1996
650,BMW,2900.0,vagon,236,2.0,Diesel,no,2001
651,Volkswagen,4600.0,hatch,1,1.8,Gas,yes,1996
652,Mercedes-Benz,3200.0,sedan,198,2.0,Gas,yes,1992
653,Mitsubishi,19400.0,crossover,78,2.4,Petrol,yes,2012
654,Renault,4000.0,sedan,215,1.9,Diesel,no,2005
655,BMW,65099.0,crossover,0,2.0,Diesel,yes,2016
656,BMW,53999.0,sedan,80,2.99,Diesel,yes,2012
657,Renault,9200.0,vagon,155,1.5,Diesel,yes,2010
658,Mercedes-Benz,109999.0,van,0,2.2,Diesel,yes,2016
659,Mercedes-Benz,23500.0,van,170,2.2,Diesel,yes,2011
660,Audi,4800.0,sedan,390,2.6,Petrol,yes,1993
661,Toyota,13500.0,sedan,100,2.4,Petrol,yes,2007
662,Toyota,8700.0,sedan,131,1.6,Gas,yes,2007
663,Mercedes-Benz,12300.0,sedan,423,5.0,Gas,yes,1997
664,Mitsubishi,7900.0,other,148,1.8,Petrol,yes,2003
665,Volkswagen,10700.0,van,153,2.0,Diesel,yes,2010
666,Renault,6800.0,van,185,1.6,Other,yes,2006
667,Renault,8500.0,van,157,1.5,Diesel,no,2013
668,Mitsubishi,18700.0,crossover,97,3.2,Diesel,yes,2009
669,BMW,1900.0,vagon,285,2.5,Diesel,no,1997
670,Mercedes-Benz,15500.0,van,75,2.0,Diesel,yes,2011
671,Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008
672,Mercedes-Benz,47300.0,sedan,121,3.0,Diesel,yes,2012
673,BMW,5000.0,sedan,400,2.5,Petrol,yes,1991
674,Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008
675,Volkswagen,14800.0,sedan,85,1.4,Petrol,yes,2013
676,Mercedes-Benz,6400.0,van,290,2.2,Diesel,yes,1999
677,Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011
678,Mercedes-Benz,11700.0,van,211,2.2,Diesel,yes,2007
679,Volkswagen,6500.0,vagon,101,2.0,Diesel,yes,2011
680,Volkswagen,4999.0,sedan,145,2.0,Petrol,yes,2000
681,Volkswagen,1900.0,hatch,100,1.6,Petrol,yes,1989
682,Renault,8999.0,vagon,100,1.5,Diesel,yes,2009
683,Volkswagen,12700.0,van,164,1.6,Diesel,yes,2012
684,Mercedes-Benz,2200.0,sedan,168,2.0,Petrol,no,1994
685,BMW,32500.0,vagon,65,2.0,Petrol,yes,2014
686,Volkswagen,16800.0,vagon,149,1.4,Gas,yes,2013
687,Mercedes-Benz,8999.0,van,360,2.2,Diesel,yes,2006
688,Audi,2500.0,sedan,407,2.8,Gas,no,1999
689,BMW,37000.0,sedan,95,4.4,Petrol,yes,2011
690,Volkswagen,19500.0,sedan,82,1.8,Petrol,yes,2011
691,Volkswagen,10900.0,van,240,2.5,Diesel,yes,2007
692,BMW,36500.0,sedan,33,2.0,Diesel,yes,2014
693,Renault,7300.0,van,154,1.5,Diesel,yes,2012
694,BMW,17500.0,vagon,125,3.0,Diesel,yes,2006
695,Audi,24500.0,sedan,122,4.0,Diesel,yes,2008
696,Toyota,15500.0,crossover,146,2.4,Gas,yes,2008
697,Mitsubishi,25000.0,crossover,0,2.0,Petrol,yes,2016
698,Mercedes-Benz,11900.0,sedan,167,1.8,Petrol,yes,2005
699,Mercedes-Benz,8000.0,van,40,2.9,Diesel,yes,1999
700,Mitsubishi,16900.0,crossover,126,3.0,Gas,yes,2008
701,Toyota,8800.0,crossover,205,2.0,Petrol,yes,2002
702,BMW,13000.0,sedan,220,2.5,Petrol,yes,2005
703,Renault,7500.0,van,43,1.5,Diesel,yes,2013
704,Toyota,8300.0,sedan,140,3.0,Petrol,yes,2002
705,Toyota,18700.0,crossover,250,4.7,Gas,yes,2004
706,Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016
707,Mercedes-Benz,16500.0,sedan,190,2.2,Diesel,yes,2007
708,Mitsubishi,13900.0,crossover,127,3.0,Petrol,yes,2008
709,Audi,1350.0,vagon,400,1.9,Diesel,no,1994
710,Toyota,20859.15,crossover,1,2.0,Petrol,yes,2016
711,Mitsubishi,28800.0,crossover,100,3.2,Diesel,yes,2013
712,Mercedes-Benz,34900.0,crossover,64,2.2,Diesel,yes,2013
713,BMW,37500.0,other,45,2.0,Petrol,yes,2013
714,Mercedes-Benz,19700.0,sedan,220,2.2,Diesel,yes,2009
715,Mercedes-Benz,12800.0,other,116,2.2,Diesel,yes,2013
716,Renault,4600.0,van,265,1.5,Diesel,yes,2008
717,Mercedes-Benz,17977.0,van,322,3.0,Diesel,yes,2007
718,Volkswagen,11962.0,sedan,0,1.6,Petrol,yes,2015
719,Volkswagen,12500.0,vagon,195,1.6,Diesel,yes,2013
720,Volkswagen,9200.0,van,268,2.5,Diesel,yes,2003
721,Mercedes-Benz,28500.0,sedan,148,2.2,Diesel,yes,2011
722,Volkswagen,16950.0,sedan,38,2.0,Diesel,yes,2014
723,Mercedes-Benz,24750.0,sedan,212,5.5,Petrol,yes,2006
724,Mercedes-Benz,57000.0,crossover,3,2.2,Diesel,yes,2015
725,Toyota,11300.0,hatch,87,1.0,Petrol,yes,2009
726,Mercedes-Benz,51000.0,sedan,119,4.7,Petrol,yes,2012
727,Audi,3000.0,vagon,270,1.9,Diesel,no,2001
728,Toyota,9800.0,other,250,1.8,Petrol,yes,2000
729,Volkswagen,12850.0,crossover,200,2.5,Diesel,yes,2006
730,BMW,52300.0,sedan,55,3.0,Diesel,yes,2013
731,BMW,3650.0,sedan,300,2.0,Petrol,yes,1990
732,BMW,39900.0,crossover,82,3.0,Petrol,yes,2011
733,Renault,7400.0,vagon,200,1.5,Diesel,yes,2007
734,Volkswagen,13999.0,van,175,2.0,Diesel,yes,2012
735,Mercedes-Benz,15500.0,sedan,270,3.2,Diesel,no,2007
736,Renault,8500.0,vagon,130,1.5,Diesel,yes,2012
737,BMW,32500.0,other,86,3.0,Petrol,yes,2010
738,Toyota,14700.0,sedan,131,3.5,Gas,yes,2007
739,Volkswagen,6500.0,van,310,1.9,Diesel,yes,1997
740,Renault,7800.0,van,139,1.5,Diesel,yes,2013
741,Mercedes-Benz,8700.0,van,290,2.2,Diesel,yes,2005
742,Renault,9000.0,hatch,56,1.6,Petrol,yes,2011
743,Mercedes-Benz,14800.0,van,139,3.0,Diesel,yes,2008
744,Toyota,13400.0,sedan,125,2.4,Petrol,yes,2008
745,BMW,7777.0,other,375,4.0,Diesel,yes,2000
746,Toyota,6900.0,hatch,92,1.3,Petrol,yes,2006
747,Volkswagen,10500.0,other,270,2.5,Diesel,yes,2007
748,Audi,7800.0,sedan,90,2.2,Gas,yes,1994
749,Mercedes-Benz,4100.0,sedan,215,4.3,Petrol,no,2001
750,BMW,4400.0,sedan,260,2.0,Gas,yes,1990
751,BMW,41500.0,crossover,176,3.0,Diesel,yes,2012
752,Mercedes-Benz,13999.0,van,98,2.2,Diesel,yes,2011
753,Mercedes-Benz,16800.0,van,116,2.2,Diesel,yes,2013
754,BMW,58500.0,crossover,80,3.0,Diesel,yes,2013
755,Volkswagen,10200.0,sedan,280,1.8,Petrol,yes,2006
756,Mitsubishi,13300.0,crossover,110,2.4,Gas,yes,2008
757,Renault,6300.0,van,180,1.5,Diesel,yes,2012
758,Audi,16999.0,hatch,69,1.4,Petrol,yes,2012
759,Toyota,20100.0,crossover,48,2.0,Petrol,yes,2012
760,Volkswagen,10800.0,sedan,100,1.8,Petrol,yes,2008
761,Mercedes-Benz,14200.0,sedan,245,2.2,Diesel,yes,2007
762,BMW,4700.0,sedan,333,3.0,Petrol,yes,1994
763,BMW,5700.0,sedan,252,2.5,Diesel,yes,1997
764,BMW,11900.0,sedan,300,2.5,Gas,yes,2004
765,Mercedes-Benz,3750.0,vagon,330,2.2,Gas,yes,1995
766,Mercedes-Benz,2700.0,sedan,350,3.0,Diesel,yes,1988
767,Volkswagen,2999.0,vagon,239,1.9,Diesel,no,2003
768,Mercedes-Benz,8600.0,sedan,240,3.2,Diesel,yes,2001
769,Toyota,6950.0,sedan,192,2.0,Petrol,yes,2003
770,Mitsubishi,22900.0,crossover,69,2.4,Petrol,yes,2014
771,Volkswagen,8900.0,sedan,185,1.6,Petrol,yes,2007
772,Volkswagen,7500.0,van,317,1.9,Diesel,yes,2008
773,BMW,28700.0,sedan,160,3.0,Petrol,yes,2011
774,Mercedes-Benz,12000.0,other,218,2.2,Diesel,yes,2007
775,BMW,10999.0,sedan,150,2.0,Gas,yes,2003
776,Audi,23000.0,crossover,167,3.6,Petrol,yes,2008
777,Audi,2550.0,vagon,1,2.5,Diesel,no,1998
778,Toyota,8800.0,crossover,388,4.2,Diesel,yes,1997
779,Renault,10000.0,van,220,2.0,Diesel,yes,2007
780,Renault,6300.0,van,73,1.5,Diesel,yes,2008
781,Toyota,13800.0,other,160,3.5,Gas,yes,2006
782,Volkswagen,10750.0,van,176,2.0,Diesel,yes,2012
783,Volkswagen,12500.0,van,207,1.9,Diesel,yes,2007
784,Mercedes-Benz,5500.0,sedan,250,2.2,Diesel,no,2003
785,Volkswagen,13300.0,van,250,2.5,Diesel,yes,2008
786,Volkswagen,20000.0,crossover,115,2.5,Diesel,yes,2008
787,Renault,3500.0,van,30,1.4,Gas,yes,2006
788,Renault,9300.0,sedan,94,1.5,Diesel,yes,2011
789,Audi,30500.0,sedan,110,3.0,Petrol,yes,2011
790,Audi,18300.0,vagon,190,2.0,Diesel,yes,2011
791,Audi,41000.0,crossover,88,4.2,Diesel,yes,2010
792,BMW,4100.0,hatch,160,1.6,Petrol,yes,2004
793,Volkswagen,22500.0,van,62,2.0,Diesel,yes,2011
794,Volkswagen,8900.0,van,272,1.9,Diesel,yes,2005
795,BMW,13950.0,crossover,278,3.0,Diesel,yes,2003
796,Volkswagen,8999.0,van,125,1.6,Diesel,yes,2011
797,Toyota,14100.0,hatch,67,1.6,Petrol,yes,2012
798,Volkswagen,6950.0,sedan,132,1.6,Other,yes,2004
799,Volkswagen,7350.0,hatch,180,1.4,Petrol,yes,2003
800,Mercedes-Benz,17500.0,other,180,3.0,Diesel,yes,2008
801,Mercedes-Benz,20500.0,sedan,222,5.5,Petrol,yes,2006
802,Mercedes-Benz,115000.0,sedan,49,4.7,Petrol,yes,2014
803,Mitsubishi,11100.0,vagon,132,2.4,Gas,yes,2006
804,BMW,29900.0,sedan,175,2.0,Diesel,yes,2011
805,Toyota,17595.0,sedan,131,2.0,Petrol,yes,2011
806,Volkswagen,6800.0,van,170,2.0,Gas,no,2011
807,Audi,4150.0,vagon,249,2.5,Diesel,no,2004
808,Toyota,32950.0,other,50,5.7,Petrol,yes,2013
809,Mercedes-Benz,7500.0,other,406,2.2,Diesel,yes,2003
810,BMW,33700.0,crossover,134,4.4,Petrol,yes,2009
811,Mitsubishi,8350.0,sedan,98,1.5,Petrol,yes,2010
812,BMW,4100.0,sedan,350,2.4,Diesel,yes,1992
813,BMW,4700.0,sedan,230,2.5,Petrol,yes,1990
814,Mercedes-Benz,14500.0,van,207,2.2,Diesel,yes,2008
815,Mercedes-Benz,9600.0,van,184,2.2,Diesel,yes,2012
816,Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012
817,Mercedes-Benz,40000.0,crossover,152,5.0,Gas,yes,2006
818,Toyota,24000.0,crossover,152,4.0,Gas,yes,2006
819,Volkswagen,8300.0,other,151,2.0,Petrol,yes,2005
820,BMW,3800.0,sedan,278,2.9,Diesel,no,2001
821,Audi,27500.0,sedan,150,2.0,Petrol,yes,2013
822,Volkswagen,5200.0,vagon,248,2.0,Diesel,no,2005
823,Volkswagen,8500.0,sedan,220,2.0,Other,yes,2005
824,Mercedes-Benz,43500.0,sedan,59,4.6,Petrol,yes,2011
825,BMW,14000.0,crossover,240,4.4,Gas,yes,2002
826,Mitsubishi,11500.0,crossover,191,3.0,Gas,yes,2006
827,BMW,41000.0,sedan,97,4.4,Petrol,yes,2011
828,Mercedes-Benz,62000.0,crossover,150,3.0,Diesel,yes,2013
829,Audi,35900.0,crossover,143,3.0,Diesel,yes,2010
830,Mercedes-Benz,8200.0,other,199,2.2,Diesel,yes,2001
831,Mercedes-Benz,17300.0,sedan,107,1.8,Petrol,yes,2008
832,Audi,30999.0,sedan,2,1.4,Petrol,yes,2016
833,BMW,3099.0,sedan,230,3.0,Diesel,no,2003
834,Audi,5700.0,vagon,250,2.0,Diesel,no,2006
